,Unnamed: 0,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
2151,2151,0.999065712,0.038759828,0.000302994,1.71e-06,0.348165764,0.008064014,0.023774867,0.002585988,0.002230198,0.000302994,0.367828444,0.02351314,0.000381374,0.065398159
2152,2152,0.989799713,0.043066471,0.001480236,9.26e-05,0.393662479,0.01004791,0.080503009,0.020170706,0.025905106,0.001480236,0.473172945,0.110650069,0.001376353,0.24197011
2153,2153,0.999274867,0.072351559,0.001773689,0.000621908,0.446473385,0.047739878,0.022029923,0.002534268,0.013638118,0.001773689,0.489566127,0.020746888,0.002246461,0.085017213
2154,2154,0.98929766,0.032730559,0.000480783,9.26e-06,0.371279885,0.034162936,0.196641782,0.001292994,0.012752872,0.000480783,0.416009476,0.048409405,0.000494894,0.058858476
2155,2155,0.979814837,0.059431674,0.001056721,1.08e-08,0.270083131,0.029512535,0.024211103,0.004085861,0.009414059,0.001056721,0.320035766,0.029045643,0.001094379,0.019620208
2156,2156,0.97929654,0.059431674,0.008478023,6.96e-09,0.277020824,0.067503446,0.040183888,0.001086115,0.007062211,0.008478023,0.311063023,0.031811895,0.00863508,0.013080526
2157,2157,0.978888823,0.03100791,0.001542387,1.38e-14,0.117889453,0.021131969,0.050864038,0.005947772,0.011722643,0.001542387,0.11970046,0.047026279,0.001577882,0.104636426
2159,2159,0.97931016,0.043927795,0.001361956,6.96e-09,0.282916098,0.01875889,0.04775622,0.006620129,0.012977318,0.001361956,0.332452628,0.066390041,0.001413496,0.006538528
2160,2160,0.979607801,0.035314531,0.000872672,1.51e-08,0.284331675,0.035419738,0.038675238,0.002430829,0.006239574,0.000872672,0.324397423,0.035961272,0.000970655,0.013080526
2161,2161,0.979305217,0.020671976,6.02e-05,1.42e-14,0.102931806,0.009638076,0.041357727,0.001189554,0.00379335,6.02e-05,0.100969093,0.031811895,6.44e-05,0.006538528
2162,2162,0.988786122,0.036175855,0.001336377,3.7e-09,0.258183836,0.011306197,0.014650262,0.002017071,0.004381082,0.001336377,0.307439372,0.02351314,0.001420562,0.006538528
2163,2163,0.979796374,0.024978619,0.001742175,3.38e-08,0.289276327,0.011699553,0.064925018,0.010033633,0.021166526,0.001742175,0.358458995,0.051175657,0.001813008,0.052318794
2164,2164,0.989884263,0.080964822,0.012180216,3.26e-06,0.368426064,0.02091655,0.043762478,0.011895545,0.015786943,0.012180216,0.443015137,0.066390041,0.012455558,0.470859534
2165,2165,0.998875525,0.03703718,0.001589139,1.79e-06,0.363643949,0.006584225,0.036502782,0.012567902,0.018965481,0.001589139,0.425613653,0.073305671,0.00168908,0.013080526
2166,2166,0.988984078,0.052541059,0.007252126,0.00067152,0.486279495,0.040187538,0.206943861,0.018308795,0.033888129,0.007252126,0.548513473,0.096818811,0.007354275,0.019620208
2167,2167,0.979289073,0.026701268,0.000709906,6.42e-09,0.281991602,0.004504996,0.073141525,0.007499365,0.015110373,0.000709906,0.329948677,0.062240664,0.000874993,0.163493741
2168,2168,0.989188895,0.041343822,0.002295978,5.62e-05,0.412054831,0.031015097,0.052192377,0.006258091,0.016967503,0.002295978,0.462020609,0.038727524,0.002378755,0.013080526
2169,2169,0.999087001,0.023255971,0.000937778,0.000135648,0.44860358,0.002857172,0.036688546,0.012050704,0.031904877,0.000937778,0.507274877,0.055325035,0.00096938,0.045779104
2170,2170,0.979590346,0.03100791,0.000385628,3.02e-08,0.287258135,0.012654301,0.060960723,0.011119748,0.022132384,0.000385628,0.349729,0.071922545,0.000373721,0.091556895
2171,2171,0.989485123,0.055125031,0.00056467,0.000436626,0.447352079,0.053881313,0.174678385,0.002948026,0.021164106,0.00056467,0.499347573,0.05670816,0.000635199,0.019620208
2172,2172,0.969314993,0.052541059,0.000947794,1.05e-17,0.078710604,0.017764254,0.067056759,0.001913631,0.006803637,0.000947794,0.081424059,0.029045643,0.000973206,0.085017213
2173,2173,0.979396627,0.043927795,0.003071316,4.28e-08,0.303834225,0.017702726,0.142806612,0.01070599,0.028934015,0.003071316,0.370188349,0.094052559,0.002934835,0.0
2174,2174,0.979798795,0.048234438,0.005188352,8.14e-07,0.346510588,0.032993052,0.11811056,0.013757456,0.0332105,0.005188352,0.407272436,0.099585062,0.00488191,0.071937841
2175,2175,0.979811104,0.023255971,0.002919694,1.34e-05,0.367397758,0.010349257,0.027155697,0.011016309,0.020442439,0.002919694,0.409715839,0.035961272,0.002314139,0.111176109
2176,2176,0.98878481,0.042205147,0.001368467,8.81e-06,0.347425139,0.022809568,0.031336293,0.013240258,0.031173472,0.001368467,0.397958358,0.051175657,0.001332502,0.078477523
2177,2177,0.988985087,0.024978619,0.000333043,0.000180651,0.442450619,0.022836866,0.164527171,0.003568663,0.016948972,0.000333043,0.48966673,0.045643154,0.000323977,0.085017213
2178,2178,0.98898993,0.048234438,0.009057942,0.001212027,0.482290675,0.058688716,0.175618474,0.008275162,0.034373529,0.009057942,0.53215013,0.065006916,0.008457148,0.052318794
2179,2179,0.989196865,0.019810652,0.001005388,1.24e-05,0.38184756,0.007775397,0.039309598,0.008275162,0.011022089,0.001005388,0.428629495,0.045643154,0.001031879,0.006538528
2180,2180,0.989293926,0.01722668,0.000212847,0.000407237,0.444699419,0.015271938,0.10114861,0.00217223,0.015543178,0.000212847,0.488414159,0.026279391,0.000191325,0.052318794
2181,2181,0.989493799,0.026701268,0.000205334,0.000136605,0.418173991,0.010676276,0.055764787,0.005637454,0.02872341,0.000205334,0.481303673,0.048409405,0.000187498,0.111176109
2182,2182,0.989495212,0.023255971,0.001637142,0.000443284,0.447983781,0.004519141,0.099564709,0.006982168,0.024141556,0.001637142,0.504294132,0.066390041,0.001675636,0.176573113
2183,2183,0.989883658,0.020671976,0.000737451,0.000743611,0.447438316,0.012881461,0.064766883,0.005534014,0.022295343,0.000737451,0.496229406,0.041493776,0.000785708,0.085017213
2184,2184,0.998869976,0.024117295,0.007627162,0.0006251,0.419882157,0.017390418,0.042727872,0.016860642,0.032191803,0.007627162,0.480942662,0.053941909,0.00761338,0.0
2185,2185,0.998966229,0.018088004,0.000324278,0.000220547,0.414697595,0.014800504,0.047452672,0.003206625,0.014824563,0.000324278,0.468719227,0.04011065,0.000297191,0.268128846
2186,2186,0.999074692,0.019810652,0.000236635,0.000782451,0.451927559,0.009815871,0.077350476,0.015774527,0.029507441,0.000236635,0.514306141,0.051175657,0.000200253,0.0
2189,2189,0.999266796,0.012058713,0.000180294,3.04e-05,0.394839753,0.001096192,0.010687784,0.003568663,0.008682261,0.000180294,0.446883329,0.030428769,0.0001926,0.03269974
2192,2192,0.97879267,0.03100791,0.001485282,2.84e-15,0.112241834,0.011640925,0.041872485,0.003568663,0.007193082,0.001485282,0.109843113,0.037344398,0.001582168,0.0
2193,2193,0.979805252,0.00947474,4.91e-05,3.11e-07,0.317337964,0.006817608,0.038871544,0.00217223,0.005612082,4.91e-05,0.350996655,0.020746888,0.00010829,0.091556895
2194,2194,0.99967875,0.013781383,0.000836362,0.001050644,0.507436918,0.002015579,0.010651431,0.007447645,0.021069796,0.000836362,0.544897706,0.024896266,0.000885197,0.0
2195,2195,0.989283837,0.028423916,0.001982066,1.83e-06,0.357793095,0.006336698,0.024683692,0.005120256,0.016840201,0.001982066,0.43360245,0.029045643,0.002147137,0.078477523
2196,2196,0.999369204,0.053402383,0.001987062,7.76e-05,0.396868806,0.006654948,0.046753967,0.037289947,0.034230566,0.001987062,0.483290566,0.107883817,0.002042151,0.228890746
2197,2197,8.27e-06,0.027562592,0.001125584,0.000290446,0.486032951,0.002227745,0.060890198,0.042513642,0.027734864,0.001125584,0.549969647,0.071922545,0.001131368,0.052318794
2199,2199,0.978793477,0.025839943,0.000565922,5.97e-16,0.092246187,0.007283525,0.035880419,0.00212051,0.004795814,0.000565922,0.091479392,0.029045643,0.000584179,0.209271532
2201,2201,0.999282535,0.020671976,0.000614751,0.000974854,0.431210232,0.005332445,0.135544372,0.051018957,0.03003377,0.000614751,0.512813035,0.055325035,0.000635199,0.006538528
2203,2203,0.999785396,0.00947474,0.000241644,2.64e-14,0.112982956,0.001584175,0.017194973,0.007706244,0.003379025,0.000241644,0.110859065,0.01659751,0.0002551,0.143874527
2204,2204,2.01e-05,0.028423916,0.001242023,0.000520316,0.489784782,0.003521959,0.035153359,0.014740131,0.024217968,0.001242023,0.544613939,0.055325035,0.001293063,0.111176109
2205,2205,0.989293624,0.022394647,0.000201578,2.2e-05,0.388023188,0.002949111,0.039703665,0.011119748,0.039817819,0.000201578,0.459984733,0.06362379,0.000198978,0.006538528
2206,2206,0.98888742,0.03703718,0.000535873,1.63e-05,0.380011407,0.001577102,0.098657702,0.0301009,0.074000894,0.000535873,0.464071935,0.106500692,0.000567597,0.0
2208,2208,0.000104527,0.031869234,0.000568426,1.09e-05,0.369683136,0.010890705,0.021230157,0.01298166,0.009382145,0.000568426,0.426699439,0.030428769,0.000567597,0.039239422
2210,2210,0.989798704,0.024978619,0.002526102,1.62e-05,0.387654795,0.00477374,0.032354177,0.01510217,0.019945308,0.002526102,0.448305035,0.045643154,0.002538524,0.098096744
2211,2211,0.999975382,0.036175855,0.001706229,2.03e-05,0.402876802,0.010450743,0.083218943,0.025239243,0.013167965,0.001706229,0.468384433,0.055325035,0.001681937,0.052318794
2213,2213,0.000111186,0.030146586,0.002072276,0.001511872,0.530697933,0.010289355,0.024720045,0.026428797,0.050313895,0.002072276,0.591523447,0.069156293,0.002121946,0.189652478
2214,2214,0.999473631,0.03703718,0.00087768,0.004285967,0.573242901,0.003840209,0.067282147,0.034135041,0.14804302,0.00087768,0.664244318,0.10373444,0.000873717,0.183112795
2215,2215,0.99948826,0.020671976,0.001178169,0.001484487,0.479130812,0.012656352,0.026864873,0.01944663,0.031965034,0.001178169,0.526725231,0.04011065,0.001214275,0.03269974
2216,2216,0.989275866,0.012920059,1.7e-06,8.52e-05,0.410303112,0.000437062,0.056659071,0.002689427,0.012639675,1.7e-06,0.456439541,0.044260028,2.16e-06,0.013080526
2217,2217,0.000116836,0.071490234,0.002820106,0.003991659,0.518693932,0.04728365,0.159206181,0.006930448,0.052989662,0.002820106,0.572775719,0.067773167,0.00277226,0.03269974
2218,2218,0.99998648,0.015504031,0.000130212,0.000319343,0.441030171,0.002291395,0.033699238,0.001241274,0.010677245,0.000130212,0.481747119,0.026279391,0.000140305,0.104636426
2219,2219,0.000210265,0.023255971,0.002342478,0.001400995,0.510834568,0.003281504,0.018467328,0.021774019,0.040945384,0.002342478,0.556309723,0.051175657,0.002330529,0.163493741
2220,2220,0.999881247,0.016365355,0.000994119,3.14e-05,0.389197842,0.000594065,0.019739683,0.013809176,0.015455978,0.000994119,0.44248155,0.029045643,0.000988512,0.039239422
2221,2221,0.000224592,0.027562592,0.001228251,0.000682002,0.498488426,0.002998616,0.032317824,0.007861403,0.028907211,0.001228251,0.548576736,0.052558783,0.001156878,0.006538528
2223,2223,0.999583909,0.002584125,0.0,5.01e-05,0.408732751,2.88e-18,0.022211688,0.001034395,0.003179009,0.0,0.435010996,0.011065007,0.0,0.287747901
2225,2225,0.000412257,0.027562592,0.001883193,0.002252528,0.535323627,0.006633731,0.034244534,0.014171214,0.034182482,0.001883193,0.592940725,0.042876902,0.001917471,0.019620208
2228,2228,0.000526975,0.03100791,0.000462003,3.12e-05,0.443862377,0.004695946,0.016540619,0.003982421,0.00934401,0.000462003,0.483183297,0.024896266,0.000478312,0.0
2229,2229,0.000607691,0.075796877,0.010706065,0.002152059,0.535037837,0.012330889,0.06312409,0.035738354,0.074032441,0.010706065,0.623286878,0.096818811,0.010774832,0.006538528
2230,2230,0.000619899,0.019810652,0.002347324,0.000104369,0.45758785,0.002157023,0.012578141,0.019136311,0.013511725,0.002347324,0.509656454,0.05670816,0.002373181,0.052318794
2231,2231,0.000622724,0.018088004,0.000414425,0.002358828,0.526226848,0.001534669,0.024647339,0.014947011,0.066792255,0.000414425,0.585252187,0.051175657,0.000413262,0.065398159
2232,2232,0.000629081,0.018088004,0.000376864,3.7e-05,0.430334957,0.001096192,0.023774867,0.016912361,0.022916667,0.000376864,0.496716152,0.053941909,0.000369895,0.235430428
2233,2233,0.000723619,0.030146586,0.000405661,0.000648492,0.490744102,0.005671911,0.029155112,0.02803211,0.037367885,0.000405661,0.549404264,0.070539419,0.000420915,0.0
2234,2234,0.000725738,0.036175855,0.001284317,0.000529345,0.527050768,0.001272997,0.044010042,0.030773257,0.042891586,0.001284317,0.604365493,0.096818811,0.001285754,0.0
2235,2235,0.00072937,0.03100791,0.000519596,0.000926231,0.504776591,0.001124481,0.023411337,0.032997207,0.046780299,0.000519596,0.57989682,0.0802213,0.000499996,0.039239422
2236,2236,0.000828146,0.01722668,5.96e-05,0.000586375,0.493921187,0.00157003,0.06309319,0.005534014,0.016699238,5.96e-05,0.542028557,0.030428769,6.77e-05,0.058858476
2237,2237,0.000910275,0.016365355,0.000124828,0.002680054,0.539620933,0.000294911,0.021484628,0.02358421,0.043615034,0.000124828,0.596174423,0.048409405,0.000127295,0.15041421
2238,2238,0.001012986,0.036175855,0.00101916,0.016973183,0.579495414,0.004596935,0.084646889,0.028704467,0.155983489,0.00101916,0.637353413,0.10373444,0.001099481,0.111176109
2239,2239,0.001016215,0.055986355,0.001353492,0.001414997,0.519959947,0.010803292,0.037977988,0.015877966,0.046496328,0.001353492,0.588485331,0.069156293,0.001356813,0.026159891
2240,2240,0.001017829,0.049095762,0.001595436,0.002006204,0.536665699,0.012406916,0.018758152,0.00212051,0.035564756,0.001595436,0.596607538,0.024896266,0.001679514,0.176573113
2241,2241,0.00102358,0.03100791,0.001090526,0.016420066,0.610977252,0.011833006,0.186344792,0.013912615,0.174868629,0.001090526,0.696636735,0.06362379,0.001047185,0.013080526
2245,2245,0.010109481,0.041343822,0.004519061,0.001643613,0.54250878,0.002001435,0.036062184,0.024204847,0.069509422,0.004519061,0.620752184,0.092669433,0.00457454,0.222350896
2247,2247,0.010293312,0.041343822,0.005890758,0.007525876,0.608767386,0.000940604,0.031190881,0.045181865,0.136137595,0.005890758,0.681012942,0.116182573,0.006010421,0.255049482
2249,2249,0.010300274,0.032730559,0.000390636,0.008091038,0.613241199,0.003154205,0.172965431,0.023067013,0.122320896,0.000390636,0.691719033,0.085753804,0.000383925,0.117715791
2251,2251,0.01031339,0.027562592,0.004299366,0.00475331,0.564741606,0.000905243,0.079605817,0.043754917,0.052841337,0.004299366,0.616723482,0.071922545,0.004289173,0.0
2252,2252,0.010803236,0.049957086,0.015650106,0.00196814,0.548044241,0.009584893,0.020612156,0.017688158,0.03298508,0.015650106,0.614703871,0.048409405,0.01591007,0.013080526
2253,2253,0.010394711,0.033591883,0.001051713,0.012580901,0.576337139,0.005459744,0.070336527,0.018981152,0.108972569,0.001051713,0.649457502,0.06362379,0.001047185,0.071937841
2254,2254,0.010611131,0.026701268,0.009199586,0.002559104,0.531619224,0.005516322,0.040928398,0.036410711,0.048980583,0.009199586,0.587397203,0.073305671,0.009179565,0.215811214
2255,2255,0.010711522,0.074074207,0.003726946,0.007008372,0.595901183,0.012924813,0.024865458,0.056714854,0.130874816,0.003726946,0.669017231,0.110650069,0.003434907,0.163493741
2256,2256,0.010711623,0.034453207,0.000201578,0.003250177,0.556191636,0.001605391,0.154439938,0.048493998,0.077762046,0.000201578,0.622842066,0.114799447,0.000201529,0.071937841
2257,2257,0.010811912,0.024117295,8.44e-06,0.004487676,0.590016216,0.000375534,0.040191886,0.048287119,0.080221749,8.44e-06,0.655725317,0.081604426,1.05e-05,0.143874527
2258,2258,0.010817966,0.020671976,0.000510832,0.007001829,0.585140277,0.003635115,0.070592452,0.004913377,0.095461515,0.000510832,0.659351724,0.045643154,0.000514026,0.071937841
2259,2259,0.010901911,0.01722668,0.001715732,0.004915707,0.572142142,0.00320371,0.033881004,0.00439618,0.071539778,0.001715732,0.636985529,0.027662517,0.001685164,0.039239422
2260,2260,0.01090292,0.024978619,0.000473271,0.002961573,0.545670669,0.003889714,0.037598462,0.028859626,0.059746466,0.000473271,0.594701189,0.067773167,0.000470659,0.019620208
2262,2262,0.010904837,0.011197389,0.001570045,8.23e-05,0.407135778,0.001902424,0.011487551,0.007344206,0.002502232,0.001570045,0.428848524,0.020746888,0.001609642,0.111176109
2263,2263,0.010909781,0.021533322,1.26e-05,0.009629775,0.61642897,0.00017044,0.020793921,0.043599757,0.143974675,1.26e-05,0.678472161,0.071922545,1.19e-05,0.215811214
2264,2264,0.011007447,0.021533322,0.000315514,0.003165676,0.555500339,0.002807666,0.008979193,0.022084337,0.030413406,0.000315514,0.593823112,0.031811895,0.000325252,0.0
2265,2265,0.020886585,0.046511767,0.000270441,0.043234702,0.778717234,0.00073551,0.023302278,0.122269132,0.330338371,0.000270441,0.801566813,0.12724758,0.000264028,0.085017213
2266,2266,0.011018546,0.023255971,1.95e-05,0.007679703,0.598070254,0.001902424,0.105400457,0.039358737,0.109824746,1.95e-05,0.65117927,0.074688797,2.07e-05,0.366224437
2267,2267,0.011103398,0.016365355,0.000718671,0.013276754,0.715701893,0.001195203,0.020248625,0.031290455,0.067321882,0.000718671,0.712528816,0.055325035,0.000723208,0.006538528
2268,2268,0.011103499,0.030146586,0.03779727,0.003479099,0.586111665,0.002192384,0.023302278,0.006258091,0.03519605,0.03779727,0.626593188,0.044260028,0.038217522,0.019620208
2269,2269,0.011216804,0.018088004,1.16e-06,0.003234355,0.542043444,0.00067681,0.014068614,0.014584972,0.067609117,1.16e-06,0.588281588,0.053941909,1.44e-06,0.0
2271,2271,0.02018264,0.033591883,0.001833474,0.006104706,0.577333153,0.002807666,0.025156282,0.06197734,0.101138497,0.001833474,0.634687155,0.073305671,0.00189501,0.013080526
2272,2272,0.02018829,0.016365355,6.6e-05,0.00796328,0.598469799,0.000777943,0.016104383,0.021360261,0.067787434,6.6e-05,0.648493506,0.048409405,7e-05,0.300827432
2273,2273,0.020189198,0.006890768,0.0,0.006822241,0.55609975,2.88e-18,0.027337462,0.034600519,0.031772986,0.0,0.588446193,0.031811895,0.0,0.510097802
2275,2275,0.020281921,0.168820108,0.009378389,0.007554853,0.593143905,0.067867452,0.133275944,0.007964843,0.104474167,0.009378389,0.66839154,0.062240664,0.009397918,0.0
2276,2276,0.020292515,0.043066471,0.00156823,0.022597342,0.707724955,0.003295649,0.083284741,0.075469473,0.143581107,0.00156823,0.732824101,0.118948824,0.00153963,0.013080526
2277,2277,0.020382311,0.005168119,4.88e-05,0.000681031,0.556501584,2.22e-06,0.006470835,0.010292232,0.004677577,4.88e-05,0.540331154,0.013831259,5.15e-05,0.03269974
2278,2278,0.020383018,0.010336064,0.0,0.002158608,0.541962867,2.88e-18,0.068393459,0.034807398,0.026933605,0.0,0.582101889,0.029045643,0.0,0.156953892
2279,2279,0.020386448,0.018088004,9.55e-05,0.008057129,0.541638941,0.000806232,0.036025831,0.023842809,0.061663367,9.55e-05,0.593934724,0.049792531,9.9e-05,0.019620208
2280,2280,0.020388769,0.028423916,0.000236635,0.002412771,0.555832068,0.013155509,0.019303447,0.001241274,0.021763549,0.000236635,0.570227083,0.019363762,0.000251273,0.098096744
2281,2281,0.020498038,0.023255971,6.59e-05,0.007638626,0.653047639,1.38e-05,0.014068614,0.077623084,0.095442809,6.59e-05,0.697968581,0.082987552,6.91e-05,0.058858476
2282,2282,0.020500359,0.014642707,0.000965322,0.002265026,0.555322801,0.000134372,0.011923787,0.03651415,0.026275102,0.000965322,0.598421498,0.045643154,0.000980859,0.085017213
2283,2283,0.020501267,0.008613416,0.000262928,0.001401474,0.554672844,0.001046687,0.016722384,0.006154651,0.019327366,0.000262928,0.579391064,0.020746888,0.000260202,0.019620208
2284,2284,0.020592577,0.044789119,0.000600979,0.034488823,0.684944988,0.00387557,0.174333395,0.067324645,0.261876948,0.000600979,0.757423418,0.114799447,0.000577801,0.045779104
